email,result,reason,disposable,accept_all,role,free,user,domain,mx_record,mx_domain,did_you_mean
psirt@nvidia.com,valid,accepted_email,false,false,false,false,psirt,nvidia.com,nvidia-com.mail.protection.outlook.com,outlook.com,
psirt@okta.com,valid,accepted_email,false,true,false,false,psirt,okta.com,mxa-00553301.gslb.pphosted.com,pphosted.com,
psirt@paloaltonetworks.com,valid,accepted_email,false,true,false,false,psirt,paloaltonetworks.com,mxa-00169c01.gslb.pphosted.com,pphosted.com,
psirt@pingidentity.com,valid,accepted_email,false,false,false,false,psirt,pingidentity.com,aspmx.l.google.com,google.com,
psirt@purestorage.com,valid,accepted_email,false,true,false,false,psirt,purestorage.com,aspmx.l.google.com,google.com,
psirt@rockwellautomation.com,valid,accepted_email,false,true,false,false,psirt,rockwellautomation.com,mxb-001e2002.gslb.pphosted.com,pphosted.com,
psirt@sailpoint.com,valid,accepted_email,false,true,false,false,psirt,sailpoint.com,mxa-002cee01.gslb.pphosted.com,pphosted.com,
psirt@samsung.com,valid,accepted_email,false,false,false,false,psirt,samsung.com,mailin.samsung.com,samsung.com,
psirt@sandisk.com,valid,accepted_email,false,true,false,false,psirt,sandisk.com,mx1.hc6817-7.iphmx.com,iphmx.com,
psirt@seagate.com,valid,accepted_email,false,true,false,false,psirt,seagate.com,mx1.hc4959-67.iphmx.com,iphmx.com,
psirt@servicenow.com,unknown,temporarily_blocked,false,false,false,false,psirt,servicenow.com,us-smtp-inbound-1.mimecast.com,mimecast.com,
psirt@sick.de,valid,accepted_email,false,false,false,false,psirt,sick.de,mxa-001e4f01.gslb.pphosted.com,pphosted.com,
psirt@softing.com,valid,accepted_email,false,false,false,false,psirt,softing.com,softing-com.mail.protection.outlook.com,outlook.com,
psirt@solarwinds.com,valid,accepted_email,false,false,false,false,psirt,solarwinds.com,solarwinds-com.mail.protection.outlook.com,outlook.com,
psirt@sonicwall.com,valid,accepted_email,false,true,false,false,psirt,sonicwall.com,mail1.sonicwall.com,sonicwall.com,
psirt@synaptics.com,valid,accepted_email,false,true,false,false,psirt,synaptics.com,mxa-00343a01.gslb.pphosted.com,pphosted.com,
psirt@teamviewer.com,unknown,temporarily_blocked,false,false,false,false,psirt,teamviewer.com,de-smtp-inbound-1.mimecast.com,mimecast.com,
psirt@thalesgroup.com,valid,accepted_email,false,false,false,false,psirt,thalesgroup.com,mx01.thalesgroup.com,thalesgroup.com,
psirt@tigera.io,valid,accepted_email,false,true,false,false,psirt,tigera.io,aspmx.l.google.com,google.com,
psirt@us.ibm.com,valid,accepted_email,false,true,false,false,psirt,us.ibm.com,mx0a-001b2d05.pphosted.com,pphosted.com,
psirt@vestel.com.tr,valid,accepted_email,false,false,false,false,psirt,vestel.com.tr,mx3.zorlu.com,zorlu.com,
psirt@wdc.com,valid,accepted_email,false,true,false,false,psirt,wdc.com,mx1.hgst.iphmx.com,iphmx.com,psirt@mac.com
psirt@windriver.com,valid,accepted_email,false,true,false,false,psirt,windriver.com,mxa-0064b401.gslb.pphosted.com,pphosted.com,
report@directcyber.com.au,valid,accepted_email,false,true,false,false,report,directcyber.com.au,smtp.directcyber.com.au,directcyber.com.au,
report@snyk.io,valid,accepted_email,false,false,false,false,report,snyk.io,aspmx.l.google.com,google.com,
research@netrise.io,valid,accepted_email,false,false,false,false,research,netrise.io,aspmx.l.google.com,google.com,
research@onekey.com,valid,accepted_email,false,false,false,false,research,onekey.com,onekey-com.mail.protection.outlook.com,outlook.com,
responsible.disclosure@ivanti.com,valid,accepted_email,false,false,false,false,responsible.disclosure,ivanti.com,ivanti-com.mail.protection.outlook.com,outlook.com,
responsibledisclosure@mattermost.com,valid,accepted_email,false,false,false,false,responsibledisclosure,mattermost.com,smtp.google.com,google.com,
responsibledisclosure@realpage.com,valid,accepted_email,false,true,false,false,responsibledisclosure,realpage.com,realpage-com.mail.protection.outlook.com,outlook.com,
rootcna-coordination@redhat.com,unknown,temporarily_blocked,false,false,false,false,rootcna-coordination,redhat.com,us-smtp-inbound-2.mimecast.com,mimecast.com,
scy@openharmony.io,valid,accepted_email,false,false,false,false,scy,openharmony.io,mail.openatom.io,openatom.io,
secalert@redhat.com,valid,accepted_email,false,true,false,false,secalert,redhat.com,us-smtp-inbound-1.mimecast.com,mimecast.com,
secalert_us@oracle.com,valid,accepted_email,false,false,false,false,secalert_us,oracle.com,mxb-00069f01.gslb.pphosted.com,pphosted.com,
secteam@freebsd.org,valid,accepted_email,false,false,false,false,secteam,freebsd.org,mx1.freebsd.org,freebsd.org,
secure.cctv@hanwha.com,valid,accepted_email,false,false,false,false,secure.cctv,hanwha.com,mx2.hanwha.com,hanwha.com,
secure.panorama@codra.net,valid,accepted_email,false,true,false,false,secure.panorama,codra.net,mail.codra.net,codra.net,
secure@arcinfo.com,valid,accepted_email,false,true,false,false,secure,arcinfo.com,arcinfo-com.mail.protection.outlook.com,outlook.com,
secure@beyondtrust.com,valid,accepted_email,false,true,false,false,secure,beyondtrust.com,mxa-00311301.gslb.pphosted.com,pphosted.com,
secure@blackberry.com,valid,accepted_email,false,true,false,false,secure,blackberry.com,mx11.blackberry.com,blackberry.com,
secure@citrix.com,valid,accepted_email,false,true,false,false,secure,citrix.com,citrix-com.mail.protection.outlook.com,outlook.com,
secure@cloud.com,valid,accepted_email,false,false,false,false,secure,cloud.com,aspmx.l.google.com,google.com,secure@icloud.com
secure@dell.com,valid,accepted_email,false,true,false,false,secure,dell.com,mxa-00154901.gslb.pphosted.com,pphosted.com,
secure@ea.com,valid,accepted_email,false,false,false,false,secure,ea.com,ea-com.mail.protection.outlook.com,outlook.com,secure@mac.com
secure@intel.com,valid,accepted_email,false,false,false,false,secure,intel.com,mgamail.eglb.intel.com,intel.com,
secure@microsoft.com,valid,accepted_email,false,false,false,false,secure,microsoft.com,microsoft-com.mail.protection.outlook.com,outlook.com,
secure@supermicro.com,valid,accepted_email,false,true,false,false,secure,supermicro.com,mgb.supermicro.com,supermicro.com,
secure@upkeeper.se,valid,accepted_email,false,false,false,false,secure,upkeeper.se,upkeeper-se.mail.protection.outlook.com,outlook.com,
securities@opengauss.org,valid,accepted_email,false,false,false,false,securities,opengauss.org,mail.opengauss.org,opengauss.org,
security-advisories@github.com,valid,accepted_email,false,true,false,false,security-advisories,github.com,github-com.mail.protection.outlook.com,outlook.com,
security-alert@hpe.com,valid,accepted_email,false,true,false,false,security-alert,hpe.com,mx0b-002e3701.pphosted.com,pphosted.com,security-alert@me.com
security-alert@netapp.com,valid,accepted_email,false,false,false,false,security-alert,netapp.com,mxa-003fbd02.gslb.pphosted.com,pphosted.com,
security-alert@nokia.com,valid,accepted_email,false,false,false,false,security-alert,nokia.com,nokia-com.mail.protection.outlook.com,outlook.com,
security-alert@sophos.com,valid,accepted_email,false,false,false,false,security-alert,sophos.com,mx-01-eu-west-1.prod.hydra.sophos.com,sophos.com,
security-announce@python.org,valid,accepted_email,false,false,false,false,security-announce,python.org,mail.python.org,python.org,
security-cna@dfinity.org,valid,accepted_email,false,false,false,false,security-cna,dfinity.org,aspmx.l.google.com,google.com,
security-disclosures@huntresslabs.com,valid,accepted_email,false,false,false,false,security-disclosures,huntresslabs.com,aspmx.l.google.com,google.com,
security-disclosures@ict.co,valid,accepted_email,false,false,false,false,security-disclosures,ict.co,ict-co.mail.protection.outlook.com,outlook.com,
security-ml@foxit.com,valid,accepted_email,false,false,false,false,security-ml,foxit.com,foxit-com.mail.protection.outlook.com,outlook.com,
security-officer@isc.org,valid,accepted_email,false,false,false,false,security-officer,isc.org,mx.pao1.isc.org,isc.org,
security-report@netflix.com,valid,accepted_email,false,true,false,false,security-report,netflix.com,aspmx.l.google.com,google.com,
security-reports@zoom.us,valid,accepted_email,false,true,false,false,security-reports,zoom.us,mxa-00569201.gslb.pphosted.com,pphosted.com,
security-research@sec-consult.com,valid,accepted_email,false,false,false,false,security-research,sec-consult.com,secconsult-com0i.mail.protection.outlook.com,outlook.com,
security-team@grafana.com,valid,accepted_email,false,true,false,false,security-team,grafana.com,aspmx.l.google.com,google.com,
security.report@insyde.com,valid,accepted_email,false,false,false,false,security.report,insyde.com,insyde-com.mail.protection.outlook.com,outlook.com,
security.reports@fortra.com,valid,accepted_email,false,true,false,false,security.reports,fortra.com,seg1.helpsystems.com,helpsystems.com,
security.tecno@tecno-mobile.com,valid,accepted_email,false,false,false,false,security.tecno,tecno-mobile.com,tecnomobile-com01c.mail.protection.outlook.com,outlook.com,
security.vulnerabilities@algosec.com,valid,accepted_email,false,false,false,false,security.vulnerabilities,algosec.com,algosec-com.mail.protection.outlook.com,outlook.com,
security.vulnerabilities@hitachivantara.com,valid,accepted_email,false,true,false,false,security.vulnerabilities,hitachivantara.com,hitachivantara-com.mail.protection.outlook.com,outlook.com,
security@42gears.com,valid,accepted_email,false,false,true,false,security,42gears.com,aspmx.l.google.com,google.com,
security@acronis.com,valid,accepted_email,false,false,true,false,security,acronis.com,acronis-com.mail.protection.outlook.com,outlook.com,
security@apache.org,valid,accepted_email,false,true,true,false,security,apache.org,mx1-ec2-va.apache.org,apache.org,
security@armis.com,valid,accepted_email,false,true,true,false,security,armis.com,mailstream-east.mxrecord.io,mxrecord.io,
security@asus.com,valid,accepted_email,false,false,true,false,security,asus.com,mg.asus.com,asus.com,
security@asustor.com,valid,accepted_email,false,false,true,false,security,asustor.com,aspmx.l.google.com,google.com,
security@atlassian.com,valid,accepted_email,false,true,true,false,security,atlassian.com,mxa-001d9801.gslb.pphosted.com,pphosted.com,
security@axxonsoft.com,valid,accepted_email,false,false,true,false,security,axxonsoft.com,axxonsoft-com.mail.protection.outlook.com,outlook.com,
security@bizerba.com,valid,accepted_email,false,false,true,false,security,bizerba.com,bizerba-com.mail.protection.outlook.com,outlook.com,
security@bluespice.com,valid,accepted_email,false,true,true,false,security,bluespice.com,mail.bluespice.com,bluespice.com,
security@canva.com,valid,accepted_email,false,true,true,false,security,canva.com,aspmx.l.google.com,google.com,
security@censys.io,valid,accepted_email,false,false,true,false,security,censys.io,aspmx.l.google.com,google.com,
security@centreon.com,valid,accepted_email,false,false,true,false,security,centreon.com,aspmx.l.google.com,google.com,
security@checkmk.com,valid,accepted_email,false,false,true,false,security,checkmk.com,aspmx.l.google.com,google.com,
security@chromium.org,valid,accepted_email,false,false,true,false,security,chromium.org,aspmx.l.google.com,google.com,
security@clickhouse.com,valid,accepted_email,false,true,true,false,security,clickhouse.com,aspmx.l.google.com,google.com,
security@concretecms.org,valid,accepted_email,false,false,true,false,security,concretecms.org,aspmx.l.google.com,google.com,
security@craftersoftware.com,valid,accepted_email,false,false,true,false,security,craftersoftware.com,aspmx.l.google.com,google.com,
security@danfoss.com,valid,accepted_email,false,false,true,false,security,danfoss.com,danfoss-com.mail.protection.outlook.com,outlook.com,
security@debian.org,valid,accepted_email,false,false,true,false,security,debian.org,mailly.debian.org,debian.org,
security@devcycle.com,unknown,temporarily_blocked,false,false,true,false,security,devcycle.com,us-smtp-inbound-1.mimecast.com,mimecast.com,
security@devolutions.net,valid,accepted_email,false,false,true,false,security,devolutions.net,devolutions-net.mail.protection.outlook.com,outlook.com,
security@dhis2.org,valid,accepted_email,false,false,true,false,security,dhis2.org,aspmx.l.google.com,google.com,
security@docker.com,valid,accepted_email,false,false,true,false,security,docker.com,aspmx.l.google.com,google.com,
security@documentfoundation.org,unknown,temporarily_blocked,false,false,true,false,security,documentfoundation.org,mail.documentfoundation.org,documentfoundation.org,
security@dotcms.com,valid,accepted_email,false,false,true,false,security,dotcms.com,aspmx.l.google.com,google.com,
security@dremio.com,valid,accepted_email,false,false,true,false,security,dremio.com,aspmx.l.google.com,google.com,
security@drupal.org,unknown,temporarily_blocked,false,false,true,false,security,drupal.org,smtp4.osuosl.org,osuosl.org,
security@eclipse.org,valid,accepted_email,false,false,true,false,security,eclipse.org,mail.eclipse.org,eclipse.org,
security@edgewatch.com,valid,accepted_email,false,true,true,false,security,edgewatch.com,smtp.google.com,google.com,
security@elastic.co,valid,accepted_email,false,false,true,false,security,elastic.co,aspmx.l.google.com,google.com,
security@eset.com,valid,accepted_email,false,false,true,false,security,eset.com,a.mx.eset.com,eset.com,
security@fermax.com,valid,accepted_email,false,false,true,false,security,fermax.com,fermax-com.mail.protection.outlook.com,outlook.com,
security@fidelissecurity.com,valid,accepted_email,false,false,true,false,security,fidelissecurity.com,fidelissecurity-com.mail.protection.outlook.com,outlook.com,
security@forescout.com,unknown,temporarily_blocked,false,false,true,false,security,forescout.com,us-smtp-inbound-1.mimecast.com,mimecast.com,
security@gendigital.com,valid,accepted_email,false,false,true,false,security,gendigital.com,gendigital-com.mail.protection.outlook.com,outlook.com,
security@genetec.com,valid,accepted_email,false,true,true,false,security,genetec.com,genetec-com.mail.protection.outlook.com,outlook.com,
security@geovision.com.tw,valid,accepted_email,false,false,true,false,security,geovision.com.tw,ntvirus2.url.com.tw,url.com.tw,
security@gitea.com,valid,accepted_email,false,true,true,false,security,gitea.com,smtp.google.com,google.com,
security@golang.org,valid,accepted_email,false,false,true,false,security,golang.org,aspmx.l.google.com,google.com,
security@hashicorp.com,valid,accepted_email,false,true,true,false,security,hashicorp.com,mx0a-001b2d05.pphosted.com,pphosted.com,
security@hdfgroup.org,valid,accepted_email,false,false,true,false,security,hdfgroup.org,hdfgroup-org.mail.protection.outlook.com,outlook.com,
security@hihonor.com,unknown,unavailable_smtp,false,false,true,false,security,hihonor.com,mx1.hihonor.com,hihonor.com,
security@huntr.com,valid,accepted_email,false,false,true,false,security,huntr.com,aspmx.l.google.com,google.com,
security@hypr.com,valid,accepted_email,false,true,true,false,security,hypr.com,aspmx.l.google.com,google.com,
security@illumio.com,unknown,temporarily_blocked,false,false,true,false,security,illumio.com,us-smtp-inbound-1.mimecast.com,mimecast.com,
security@imgtec.com,valid,accepted_email,false,false,true,false,security,imgtec.com,mxa-00376f01.gslb.pphosted.com,pphosted.com,
security@iot83.com,valid,accepted_email,false,false,true,false,security,iot83.com,iot83-com.mail.protection.outlook.com,outlook.com,
security@jetbrains.com,valid,accepted_email,false,false,true,false,security,jetbrains.com,aspmx.l.google.com,google.com,
security@joomla.org,valid,accepted_email,false,false,true,false,security,joomla.org,aspmx.l.google.com,google.com,
security@jupiterone.com,valid,accepted_email,false,false,true,false,security,jupiterone.com,aspmx.l.google.com,google.com,
security@kcftech.com,valid,accepted_email,false,false,true,false,security,kcftech.com,kcftech-com.mail.protection.outlook.com,outlook.com,
security@knime.com,valid,accepted_email,false,false,true,false,security,knime.com,aspmx.l.google.com,google.com,
security@krakend.io,valid,accepted_email,false,false,true,false,security,krakend.io,aspmx.l.google.com,google.com,
security@kubernetes.io,valid,accepted_email,false,false,true,false,security,kubernetes.io,aspmx.l.google.com,google.com,
security@libreswan.org,unknown,temporarily_blocked,false,false,true,false,security,libreswan.org,bar-jono.foobar.fi,foobar.fi,
security@liferay.com,valid,accepted_email,false,true,true,false,security,liferay.com,aspmx.l.google.com,google.com,
security@lists.openjsf.org,valid,accepted_email,false,false,true,false,security,lists.openjsf.org,lb01.groups.io,groups.io,
security@m-files.com,valid,accepted_email,false,false,true,false,security,m-files.com,mfiles-com0c.mail.protection.outlook.com,outlook.com,
security@mediatek.com,valid,accepted_email,false,false,true,false,security,mediatek.com,mailgw02.mediatek.com,mediatek.com,
security@medtronic.com,valid,accepted_email,false,true,true,false,security,medtronic.com,mxa-00204301.gslb.pphosted.com,pphosted.com,
security@mimsoftware.com,valid,accepted_email,false,false,true,false,security,mimsoftware.com,aspmx.l.google.com,google.com,
security@mozilla.org,valid,accepted_email,false,true,true,false,security,mozilla.org,aspmx.l.google.com,google.com,
security@neo4j.com,valid,accepted_email,false,false,true,false,security,neo4j.com,aspmx.l.google.com,google.com,
security@netgear.com,valid,accepted_email,false,true,true,false,security,netgear.com,mxa-001f3e01.gslb.pphosted.com,pphosted.com,
security@networkoptix.com,valid,accepted_email,false,true,true,false,security,networkoptix.com,aspmx.l.google.com,google.com,
security@ni.com,valid,accepted_email,false,true,true,false,security,ni.com,mxb-00300601.gslb.pphosted.com,pphosted.com,
security@nutanix.com,valid,accepted_email,false,true,true,false,security,nutanix.com,mxa-002c1b01.gslb.pphosted.com,pphosted.com,
security@oceanbase.com,valid,accepted_email,false,false,true,false,security,oceanbase.com,mx1.qiye.aliyun.com,aliyun.com,
security@octopus.com,valid,accepted_email,false,false,true,false,security,octopus.com,aspmx.l.google.com,google.com,
security@odoo.com,valid,accepted_email,false,true,true,false,security,odoo.com,mx1c.odoo.com,odoo.com,
security@omnissa.com,valid,accepted_email,false,false,true,false,security,omnissa.com,omnissa-com.mail.protection.outlook.com,outlook.com,
security@open-xchange.com,valid,accepted_email,false,true,true,false,security,open-xchange.com,mx1.open-xchange.com,open-xchange.com,
security@openanolis.org,valid,accepted_email,false,false,true,false,security,openanolis.org,mxn.mxhichina.com,mxhichina.com,
security@opendesign.com,valid,accepted_email,false,false,true,false,security,opendesign.com,mx3.opendesign.com,opendesign.com,
security@opennms.com,valid,accepted_email,false,false,true,false,security,opennms.com,opennms-com.mail.protection.outlook.com,outlook.com,
security@opentext.com,valid,accepted_email,false,true,true,false,security,opentext.com,mxb-00102601.gslb.pphosted.com,pphosted.com,
security@openvpn.net,valid,accepted_email,false,false,true,false,security,openvpn.net,aspmx.l.google.com,google.com,
security@oppo.com,valid,accepted_email,false,true,true,false,security,oppo.com,oppo-com.mail.protection.outlook.com,outlook.com,
security@otrs.com,valid,accepted_email,false,false,true,false,security,otrs.com,mail.otrs.com,otrs.com,
security@pandorafms.com,valid,accepted_email,false,false,true,false,security,pandorafms.com,aspmx.l.google.com,google.com,
security@pangea.cloud,valid,accepted_email,false,true,true,false,security,pangea.cloud,mxa-00206402.gslb.pphosted.com,pphosted.com,
security@papercut.com,valid,accepted_email,false,false,true,false,security,papercut.com,aspmx.l.google.com,google.com,
security@payara.fish,valid,accepted_email,false,false,true,false,security,payara.fish,payara-fish.mail.protection.outlook.com,outlook.com,
security@perforce.com,valid,accepted_email,false,true,true,false,security,perforce.com,perforce-com.mail.protection.outlook.com,outlook.com,
security@php.net,valid,accepted_email,false,false,true,false,security,php.net,php-smtp4-ip4.php.net,php.net,security@nhs.net
security@pingcap.com,valid,accepted_email,false,true,true,false,security,pingcap.com,alt1.aspmx.l.google.com,google.com,
security@pingidentity.com,valid,accepted_email,false,false,true,false,security,pingidentity.com,aspmx.l.google.com,google.com,
security@plextrac.com,valid,accepted_email,false,false,true,false,security,plextrac.com,aspmx.l.google.com,google.com,
security@progress.com,unknown,temporarily_blocked,false,false,true,false,security,progress.com,us-smtp-inbound-1.mimecast.com,mimecast.com,
security@proofpoint.com,valid,accepted_email,false,false,true,false,security,proofpoint.com,mxa-00148501.gslb.pphosted.com,pphosted.com,
security@proton.me,valid,accepted_email,false,false,true,true,security,proton.me,mail.protonmail.ch,protonmail.ch,
security@qnap.com,valid,accepted_email,false,false,true,false,security,qnap.com,qnap-com.mail.protection.outlook.com,outlook.com,
security@qt.io,valid,accepted_email,false,false,true,false,security,qt.io,qt-io.mail.protection.outlook.com,outlook.com,
security@rami.io,valid,accepted_email,false,false,true,false,security,rami.io,mail.rami.io,rami.io,
security@replicated.com,valid,accepted_email,false,true,true,false,security,replicated.com,aspmx.l.google.com,google.com,
security@rti.com,valid,accepted_email,false,true,true,false,security,rti.com,aspmx.l.google.com,google.com,security@att.com
security@rust-lang.org,valid,accepted_email,false,true,true,false,security,rust-lang.org,mxa.mailgun.org,mailgun.org,
security@salesforce.com,valid,accepted_email,false,false,true,false,security,salesforce.com,mxa-00177002.gslb.pphosted.com,pphosted.com,
security@saviynt.com,valid,accepted_email,false,false,true,false,security,saviynt.com,mxa-0079b103.gslb.pphosted.com,pphosted.com,
security@search-guard.com,valid,accepted_email,false,false,true,false,security,search-guard.com,mxlb.ispgateway.de,ispgateway.de,
security@sec1.io,valid,accepted_email,false,false,true,false,security,sec1.io,aspmx.l.google.com,google.com,
security@securepoint.de,valid,accepted_email,false,false,true,false,security,securepoint.de,mx0.securepoint.de,securepoint.de,
security@selinc.com,valid,accepted_email,false,false,true,false,security,selinc.com,selinc-com.mail.protection.outlook.com,outlook.com,
security@sierrawireless.com,valid,accepted_email,false,true,true,false,security,sierrawireless.com,usb-smtp-inbound-1.mimecast.com,mimecast.com,
security@simplinx.com,valid,accepted_email,false,true,true,false,security,simplinx.com,simplinx-com.mail.protection.outlook.com,outlook.com,
security@smiledigitalhealth.com,valid,accepted_email,false,false,true,false,security,smiledigitalhealth.com,aspmx.l.google.com,google.com,
security@snowsoftware.com,valid,accepted_email,false,false,true,false,security,snowsoftware.com,snowsoftware-com.mail.protection.outlook.com,outlook.com,
security@socradar.io,valid,accepted_email,false,true,true,false,security,socradar.io,aspmx.l.google.com,google.com,
security@solidigm.com,valid,accepted_email,false,true,true,false,security,solidigm.com,solidigm-com.mail.protection.outlook.com,outlook.com,
security@sonatype.com,valid,accepted_email,false,true,true,false,security,sonatype.com,aspmx.l.google.com,google.com,
security@strongdm.com,valid,accepted_email,false,true,true,false,security,strongdm.com,strongdm-com.mail.protection.outlook.com,outlook.com,
security@suse.de,valid,accepted_email,false,false,true,false,security,suse.de,smtp-in2.suse.de,suse.de,
security@synology.com,valid,accepted_email,false,false,true,false,security,synology.com,mail.synology.com,synology.com,
security@t-mobile.com,valid,accepted_email,false,true,true,false,security,t-mobile.com,mxa-00025704.gslb.pphosted.com,pphosted.com,
security@tanium.org,invalid,no_mx_record,false,false,true,false,security,tanium.org,,,
security@tcl.com,valid,accepted_email,false,true,true,false,security,tcl.com,tcl-com.corpsmtp.net,corpsmtp.net,security@aol.com
security@tcpdump.org,valid,accepted_email,false,false,true,false,security,tcpdump.org,mx.zoho.com,zoho.com,
security@temporal.io,valid,accepted_email,false,false,true,false,security,temporal.io,aspmx.l.google.com,google.com,
security@thebrowser.company,valid,accepted_email,false,true,true,false,security,thebrowser.company,aspmx.l.google.com,google.com,
security@tibco.com,valid,accepted_email,false,false,true,false,security,tibco.com,aspmx.l.google.com,google.com,
security@tp-link.com,valid,accepted_email,false,false,true,false,security,tp-link.com,tplink-com0e.mail.protection.outlook.com,outlook.com,
security@trendmicro.com,valid,accepted_email,false,false,true,false,security,trendmicro.com,mad666.in.tmes.trendmicro.com,trendmicro.com,
security@turansec.uz,valid,accepted_email,false,true,true,false,security,turansec.uz,emx.mail.ru,mail.ru,
security@txone.com,valid,accepted_email,false,false,true,false,security,txone.com,txone-com.mail.protection.outlook.com,outlook.com,
security@typo3.org,valid,accepted_email,false,true,true,false,security,typo3.org,smtp.google.com,google.com,
security@ubuntu.com,valid,accepted_email,false,false,true,false,security,ubuntu.com,mx.ubuntu.com,ubuntu.com,
security@unisoc.com,valid,accepted_email,false,true,true,false,security,unisoc.com,mx.f5.unisoc.com,unisoc.com,
security@uniview.com,valid,accepted_email,false,true,true,false,security,uniview.com,uniview-com.corpsmtp.net,corpsmtp.net,
security@vaadin.com,valid,accepted_email,false,false,true,false,security,vaadin.com,aspmx.l.google.com,google.com,
security@villageb.io,valid,accepted_email,false,false,true,false,security,villageb.io,aspmx.l.google.com,google.com,
security@vivo.com,valid,accepted_email,false,false,true,false,security,vivo.com,vivo-com.mail.protection.outlook.com,outlook.com,security@live.com
security@voting.works,valid,accepted_email,false,false,true,false,security,voting.works,aspmx.l.google.com,google.com,
security@watchdog.com,invalid,rejected_email,false,false,true,false,security,watchdog.com,mx.zoho.com,zoho.com,
security@watchguard.com,valid,accepted_email,false,true,true,false,security,watchguard.com,mx-cluster-usa01.hornetsecurity.com,hornetsecurity.com,
security@wikimedia.org,valid,accepted_email,false,false,true,false,security,wikimedia.org,mx-in1001.wikimedia.org,wikimedia.org,
security@wso2.com,valid,accepted_email,false,false,true,false,security,wso2.com,aspmx.l.google.com,google.com,
security@xen.org,valid,accepted_email,false,true,true,false,security,xen.org,mxtls.expurgate.net,expurgate.net,
security@xiaomi.com,valid,accepted_email,false,false,true,false,security,xiaomi.com,mxhk.mxmail.xiaomi.com,xiaomi.com,
security@yugabyte.com,valid,accepted_email,false,false,true,false,security,yugabyte.com,aspmx.l.google.com,google.com,
security@zabbix.com,valid,accepted_email,false,false,true,false,security,zabbix.com,zabbix-com.mail.protection.outlook.com,outlook.com,
security@zyxel.com.tw,valid,accepted_email,false,true,true,false,security,zyxel.com.tw,mg.zyxel.com,zyxel.com,
security_report@fpt.com,valid,accepted_email,false,true,false,false,security_report,fpt.com,fpt-com.mail.protection.outlook.com,outlook.com,security_report@att.com
security_team@software.com,valid,accepted_email,false,false,false,false,security_team,software.com,aspmx.l.google.com,google.com,
securityalert@analog.com,valid,accepted_email,false,true,false,false,securityalert,analog.com,mxa-00128a01.gslb.pphosted.com,pphosted.com,
securityalerts@avaya.com,valid,accepted_email,false,true,false,false,securityalerts,avaya.com,mxa-00186901.gslb.pphosted.com,pphosted.com,
securityalerts@lexmark.com,valid,accepted_email,false,false,false,false,securityalerts,lexmark.com,lexmark-com.mail.protection.outlook.com,outlook.com,
securityreport@pega.com,valid,accepted_email,false,false,false,false,securityreport,pega.com,pega-com.mail.protection.outlook.com,outlook.com,
securityresponse@absolute.com,valid,accepted_email,false,true,false,false,securityresponse,absolute.com,mxa-0037f201.gslb.pphosted.com,pphosted.com,
securityteam@profisee.com,valid,accepted_email,false,false,false,false,securityteam,profisee.com,profisee-com.mail.protection.outlook.com,outlook.com,
sep@nlnetlabs.nl,valid,accepted_email,false,false,false,false,sep,nlnetlabs.nl,mxext1.mailbox.org,mailbox.org,
singcert@csa.gov.sg,valid,accepted_email,false,false,false,false,singcert,csa.gov.sg,mx1.sgict.gov.sg,sgict.gov.sg,
sirt@juniper.net,valid,accepted_email,false,true,false,false,sirt,juniper.net,mxa-00273201.gslb.pphosted.com,pphosted.com,
sirt@silver-peak.com,invalid,rejected_email,false,false,false,false,sirt,silver-peak.com,silverpeak-com01e.mail.protection.outlook.com,outlook.com,
smb-bd-cna@bd.com,valid,accepted_email,false,true,false,false,smb-bd-cna,bd.com,bd-com.mail.protection.outlook.com,outlook.com,
soc@onlogic.com,valid,accepted_email,false,false,false,false,soc,onlogic.com,aspmx.l.google.com,google.com,
src@bytedance.com,valid,accepted_email,false,false,false,false,src,bytedance.com,mx1.bytedance.com,bytedance.com,
support@crestron.com,valid,accepted_email,false,true,true,false,support,crestron.com,mxa-0016b001.gslb.pphosted.com,pphosted.com,
support@shopbeat.co.za,valid,accepted_email,false,true,true,false,support,shopbeat.co.za,smtp.google.com,google.com,
support@yeswehack.com,valid,accepted_email,false,true,true,false,support,yeswehack.com,yeswehack-com.mail.protection.outlook.com,outlook.com,
symantec.psirt@broadcom.com,valid,accepted_email,false,true,false,false,symantec.psirt,broadcom.com,mx1.smtp.goog,smtp.goog,
talos-cna@cisco.com,valid,accepted_email,false,true,false,false,talos-cna,cisco.com,alln-mx-01.cisco.com,cisco.com,
team@tcs-cert.com,valid,accepted_email,false,false,true,false,team,tcs-cert.com,tcscert-com0i.mail.protection.outlook.com,outlook.com,
tektagonsecurity@ami.com,valid,accepted_email,false,false,false,false,tektagonsecurity,ami.com,ami-com.mail.protection.outlook.com,outlook.com,tektagonsecurity@aol.com
todb@runzero.com,valid,accepted_email,false,true,false,false,todb,runzero.com,aspmx.l.google.com,google.com,
tr2@ctone.com,valid,accepted_email,false,false,false,false,tr2,ctone.com,mad666.in.tmes.trendmicro.com,trendmicro.com,
trellixpsirt@trellix.com,valid,accepted_email,false,true,false,false,trellixpsirt,trellix.com,primary.us.email.fireeyecloud.com,fireeyecloud.com,
vdisclose@cert-in.org.in,valid,accepted_email,false,true,false,false,vdisclose,cert-in.org.in,mail.cert-in.org.in,cert-in.org.in,
